t,selection_mode,obj,arm,attempt,rank_J,rank_dist,node,dist,ee_dist,d_gantry_lin,d_gantry_rot,d_arm,hold,manip,J,gantry_lin,gantry_rot,ik_ms,plan_time_s,plan_ms,traj_energy,success
1784204552.5122283,fixed,target,arm_3,0,0,0,153,0.07120191170715756,0.9804083432646699,0.05058188910487238,1.3269447042081177,11.154631346133852,5.474357769734824,0.10271001214069433,63.37824630295197,1.2299508665277857e-06,-1.227100625985638,167.96707798494026,0.070364961,136.79170905379578,9.871115346445452,1
1784204558.6325743,fixed,target,arm_3,0,0,0,153,0.09989339739322012,0.9442356206026639,0.05058188910487238,1.3269447042081177,11.154631346133852,5.474357769734824,0.10271001214069433,63.29845353237402,0.02973812193241312,-1.4157701480830174,10.2208920288831,0.08237131,154.59261799696833,6.938946908183133,1
1784204565.3735259,fixed,target,arm_3,0,0,0,2519,0.06165491740963718,0.5489082480412465,0.24164714702721787,1.0196985447599538,7.375325669585884,2.787078799767408,0.06139767667812015,44.3221526359433,0.0,-0.2260916126517734,46.20106297079474,0.068424427,122.11846804711968,9.867685538676064,1
1784204572.0964262,fixed,target,arm_3,0,0,3,2311,0.08511254676917776,0.48133216435184734,0.31516576617667996,0.6276105643056478,5.392204962870955,0.19390069072204272,0.13826318675116991,29.57164687972296,0.29537430316249097,2.60226878269273,8.155559014994651,0.083831082,160.01855599461123,6.7840932114850565,1
1784204578.829225,fixed,target,arm_3,0,0,2,2425,0.09685862689408566,0.6011655429184598,0.16188571680236505,1.0364153134618994,5.846334590490721,0.6290888985718244,0.05922276463977341,38.73030847216222,0.5644802313976404,2.2395471280348627,9.100994968321174,0.07737767000000001,152.75733300950378,8.297658758494812,1
1784204585.5363646,fixed,target,arm_3,0,0,5,2618,0.0975265402664373,0.5401670090484698,0.3218477711176886,0.9776357459757067,6.1149304158540385,1.515309980417297,0.1062797358176299,38.80124743268641,0.0,2.17864832303109,8.839086978696287,0.073410944,138.40411900309846,5.574043214802927,1
1784204592.3708715,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204599.4887776,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204605.8218195,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204612.5586543,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204619.3458588,fixed,target,arm_3,0,0,1,14,0.16180262126869757,0.978419750683901,0.4095071308571514,1.5206258940726078,8.08191849627826,5.237390541883807,0.039231730267128714,57.56343300960107,0.4401350918476786,-1.0783223197159029,157.19475102378055,0.084763543,164.5536939613521,15.786478498591048,1
1784204625.9264805,fixed,target,arm_3,0,0,3,2830,0.16238015049159374,0.942170683156863,0.9232065352334808,1.334189180946307,7.092149569156097,6.415130112040242,0.07647275932491912,52.218938975116885,0.5600989359150452,-1.2420315510430953,39.269396977033466,0.096068725,162.66756900586188,8.038217898882396,1
1784204632.627008,fixed,target,arm_3,0,0,0,557,0.08879432265050653,0.5453484700199339,0.9573189379000577,1.0187370877182955,5.772607705197809,3.5882332694121803,0.058419728050047685,40.75890004224557,0.34663910079471344,-0.21731170541966316,22.894917987287045,0.059886288,121.60312902415171,8.239503493347888,1
1784204639.397497,fixed,target,arm_3,0,0,1,2727,0.08588881365346641,0.47726862606398707,0.811151452726855,1.1761213558616166,5.604216041186988,0.8121209029823153,0.11026490021574986,41.1228803352235,0.05519241456740041,-0.11302403188463715,36.227558040991426,0.077429635,149.01084394659847,5.5532162747711595,1
1784204646.0807745,fixed,target,arm_3,0,0,6,2397,0.10040401789317892,0.5979169666248138,0.626334012675364,1.4399915726894725,5.95763484196304,1.1000910822394825,0.07508900007503495,47.04337161026599,0.3233403431299053,0.16158426367695608,22.647244040854275,0.057130349,108.50640898570418,8.449668929202728,1
1784204652.869319,fixed,target,arm_3,0,0,5,963,0.09129998114255,0.5365492397252482,0.6247760762779107,1.217366790880705,5.4436612638268365,1.031849084410158,0.130663561642158,40.9682471051134,0.09205324927290673,0.1769757367073909,5.907967977691442,0.087690182,166.48280201479793,22.021566603750717,1
1784204659.961705,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204666.4741583,fixed,target,arm_3,0,0,6,425,0.10211946683983256,1.0334335159430805,0.545091237765222,1.3216170703965722,7.223327231570723,6.683206521385867,0.068971403706614,51.99013244999666,0.46653944786361595,1.300211526925107,210.78253601444885,0.12353798099999999,196.71019102679566,14.6276460549677,1
1784204673.104905,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204679.819887,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204686.5882077,fixed,target,arm_3,0,0,0,189,0.1717689257841884,1.2572230897950127,1.6207211567238893,1.2775560502664485,11.517073063121076,7.269048118755093,0.09368823553379939,68.33697772791785,1.1408481361317506,-1.4991033219152603,185.20364200230688,0.067784862,143.98747397353873,17.964055698464104,1
1784204693.1463685,fixed,target,arm_3,0,0,0,189,0.0931450420101384,1.2292234480295443,1.6207211567238893,1.2775560502664485,11.517073063121076,7.269048118755093,0.09368823553379939,68.27521381225874,1.1110626392507144,-1.3699015203997889,12.08446896634996,0.057775546000000004,138.38988001225516,6.994394297884542,1
1784204699.8710127,fixed,target,arm_3,0,0,0,108,0.04068587693135207,0.959536160203697,0.809501996123424,2.6515569928482705,6.773088685807648,4.873214858592745,0.08155621737518831,72.97102587725355,1.45672422531405,3.141592653589793,26.11042303033173,0.08805135,173.7979719764553,8.388418617187243,1
1784204706.5715199,fixed,target,arm_3,0,0,3,108,0.07751346490378923,0.9225454083189499,0.809501996123424,2.6515569928482705,6.773088685807648,4.873214858592745,0.08155621737518831,72.88942863044896,1.434494189859273,3.141592653589793,10.62695198925212,0.076591796,156.25097195152193,5.689201089852543,1
1784204713.3036284,fixed,target,arm_3,0,0,7,1590,0.0926385502049549,0.9903582119431286,1.10475879960711,1.4413864092960829,5.1980800269562355,0.9493635065497084,0.07664794946181663,46.345596605778525,1.3666211438955995,-3.141592653589793,37.120720022358,0.074784399,152.36032899701968,10.882009914425133,1
1784204720.0483458,fixed,target,arm_3,0,0,2,1949,0.0582406672498342,0.9545626095941082,1.1465076033870403,1.3707815106108254,5.473246058414638,1.5221253303255748,0.1153788693183892,45.99177263489185,0.7303390150403178,1.20838701896993,10.936909995507449,0.066806613,127.96033802442253,5.514166029021969,1
1784204726.9112992,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204733.6792967,fixed,target,arm_3,0,0,18,243,0.14642384416970336,1.3004958749876332,1.3703242704426313,1.290453262391342,10.456212384855549,8.083567860303802,0.11395092165488603,64.73130007920253,1.0591592431705141,1.6980393994744294,221.16830199956894,0.056900508,127.89183697896078,14.309161792268409,1
1784204740.2763221,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
1784204746.9985197,fixed,target,,-1,-1,-1,-1,,,,,,,,,,,nan,nan,nan,nan,0
