event,arm,time_to_dwell_s,pos_err_max_mm,pos_err_mean_mm,ori_err_max_deg,ori_err_mean_deg,pos_err_max_settled_mm,ori_err_max_settled_deg,n_window_samples,sample_rate_hz,n_tf_fail,peak_effort_nm,pos_tol_mm,ori_tol_deg,dwell_s,instrument_ok
success,arm_2,96.11,3.826,1.68,0.921,0.871,1.548,0.856,42,20.01,0,"{""t2_a2_joint_3"": 0.364, ""t1_a1_joint_4"": 1.045, ""t2_a2_joint_6"": 0.483, ""t1_a1_joint_3"": 5.279, ""t1_a2_joint_6"": 0.423, ""t2_a2_joint_2"": 2.336, ""t1_a2_joint_5"": 0.742, ""t1_a1_joint_2"": 6.07, ""t1_a2_joint_3"": 3.863, ""t1_a1_joint_5"": 1.085, ""t1_a1_joint_6"": 0.596, ""t2_a1_joint_2"": 3.825, ""t1_a2_joint_2"": 9.391, ""t2_a1_joint_5"": 0.546, ""t2_a2_joint_5"": 0.25, ""t1_a2_joint_4"": 0.745, ""t1_a2_joint_1"": 1.306, ""t2_a2_joint_1"": 0.117, ""t2_a1_joint_1"": 0.378, ""t2_a1_joint_6"": 0.376, ""t2_a1_joint_4"": 0.077, ""t1_a1_joint_1"": 1.32, ""t2_a1_joint_3"": 1.299, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_3,138.666,3.251,2.029,1.482,1.287,2.174,1.297,42,20.0,0,"{""t2_a2_joint_3"": 0.364, ""t1_a1_joint_4"": 1.045, ""t2_a2_joint_6"": 0.483, ""t1_a1_joint_3"": 5.279, ""t1_a2_joint_6"": 0.423, ""t2_a2_joint_2"": 2.336, ""t1_a2_joint_5"": 0.742, ""t1_a1_joint_2"": 6.07, ""t1_a2_joint_3"": 3.863, ""t1_a1_joint_5"": 1.085, ""t1_a1_joint_6"": 0.596, ""t2_a1_joint_2"": 9.459, ""t1_a2_joint_2"": 9.391, ""t2_a1_joint_5"": 0.945, ""t2_a2_joint_5"": 0.25, ""t1_a2_joint_4"": 0.752, ""t1_a2_joint_1"": 1.306, ""t2_a2_joint_1"": 0.117, ""t2_a1_joint_1"": 1.32, ""t2_a1_joint_6"": 0.589, ""t2_a1_joint_4"": 0.912, ""t1_a1_joint_1"": 1.32, ""t2_a1_joint_3"": 4.481, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_4,180.626,2.948,0.782,1.642,1.575,1.062,1.639,42,20.0,0,"{""t2_a2_joint_3"": 5.925, ""t1_a1_joint_4"": 1.045, ""t2_a2_joint_6"": 0.606, ""t1_a1_joint_3"": 5.279, ""t1_a2_joint_6"": 0.423, ""t2_a2_joint_2"": 4.512, ""t1_a2_joint_5"": 0.742, ""t1_a1_joint_2"": 6.07, ""t1_a2_joint_3"": 3.863, ""t1_a1_joint_5"": 1.085, ""t1_a1_joint_6"": 0.596, ""t2_a1_joint_2"": 9.459, ""t1_a2_joint_2"": 9.391, ""t2_a1_joint_5"": 0.945, ""t2_a2_joint_5"": 1.657, ""t1_a2_joint_4"": 0.752, ""t1_a2_joint_1"": 1.306, ""t2_a2_joint_1"": 1.835, ""t2_a1_joint_1"": 1.32, ""t2_a1_joint_6"": 0.589, ""t2_a1_joint_4"": 0.912, ""t1_a1_joint_1"": 1.32, ""t2_a1_joint_3"": 4.481, ""t2_a2_joint_4"": 1.072}",5.0,5.0,2.0,True
success,arm_1,53.663,4.952,1.243,2.092,2.027,1.023,2.043,41,20.01,0,"{""t2_a2_joint_3"": 0.488, ""t1_a1_joint_4"": 1.208, ""t2_a2_joint_6"": 0.473, ""t1_a1_joint_3"": 4.089, ""t1_a2_joint_6"": 0.263, ""t2_a2_joint_2"": 1.26, ""t1_a2_joint_5"": 0.22, ""t1_a1_joint_2"": 11.566, ""t1_a2_joint_3"": 0.227, ""t1_a1_joint_5"": 0.832, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 2.336, ""t1_a2_joint_2"": 0.504, ""t2_a1_joint_5"": 0.579, ""t2_a2_joint_5"": 0.17, ""t1_a2_joint_4"": 0.343, ""t1_a2_joint_1"": 0.591, ""t2_a2_joint_1"": 0.234, ""t2_a1_joint_1"": 0.103, ""t2_a1_joint_6"": 0.373, ""t2_a1_joint_4"": 0.07, ""t1_a1_joint_1"": 1.313, ""t2_a1_joint_3"": 1.272, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_2,100.116,3.951,1.739,2.587,1.854,1.698,1.835,42,20.01,0,"{""t2_a2_joint_3"": 0.488, ""t1_a1_joint_4"": 1.208, ""t2_a2_joint_6"": 0.473, ""t1_a1_joint_3"": 4.089, ""t1_a2_joint_6"": 0.419, ""t2_a2_joint_2"": 1.26, ""t1_a2_joint_5"": 0.845, ""t1_a1_joint_2"": 11.566, ""t1_a2_joint_3"": 4.969, ""t1_a1_joint_5"": 0.832, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 2.359, ""t1_a2_joint_2"": 3.39, ""t2_a1_joint_5"": 0.579, ""t2_a2_joint_5"": 0.173, ""t1_a2_joint_4"": 0.895, ""t1_a2_joint_1"": 1.251, ""t2_a2_joint_1"": 0.241, ""t2_a1_joint_1"": 0.11, ""t2_a1_joint_6"": 0.373, ""t2_a1_joint_4"": 0.07, ""t1_a1_joint_1"": 1.313, ""t2_a1_joint_3"": 1.285, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_3,137.516,4.01,2.519,1.901,1.89,2.45,1.887,41,20.0,0,"{""t2_a2_joint_3"": 0.488, ""t1_a1_joint_4"": 1.208, ""t2_a2_joint_6"": 0.473, ""t1_a1_joint_3"": 4.089, ""t1_a2_joint_6"": 0.419, ""t2_a2_joint_2"": 1.26, ""t1_a2_joint_5"": 0.845, ""t1_a1_joint_2"": 11.566, ""t1_a2_joint_3"": 4.969, ""t1_a1_joint_5"": 0.832, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 11.887, ""t1_a2_joint_2"": 3.39, ""t2_a1_joint_5"": 0.579, ""t2_a2_joint_5"": 0.173, ""t1_a2_joint_4"": 0.895, ""t1_a2_joint_1"": 1.251, ""t2_a2_joint_1"": 0.254, ""t2_a1_joint_1"": 1.608, ""t2_a1_joint_6"": 0.562, ""t2_a1_joint_4"": 0.562, ""t1_a1_joint_1"": 1.313, ""t2_a1_joint_3"": 4.557, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_4,163.116,3.2,1.837,1.926,1.919,1.893,1.92,42,20.0,0,"{""t2_a2_joint_3"": 2.632, ""t1_a1_joint_4"": 1.208, ""t2_a2_joint_6"": 0.569, ""t1_a1_joint_3"": 4.089, ""t1_a2_joint_6"": 0.419, ""t2_a2_joint_2"": 12.506, ""t1_a2_joint_5"": 0.845, ""t1_a1_joint_2"": 11.566, ""t1_a2_joint_3"": 4.969, ""t1_a1_joint_5"": 0.832, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 11.887, ""t1_a2_joint_2"": 3.39, ""t2_a1_joint_5"": 0.579, ""t2_a2_joint_5"": 0.473, ""t1_a2_joint_4"": 0.895, ""t1_a2_joint_1"": 1.251, ""t2_a2_joint_1"": 1.588, ""t2_a1_joint_1"": 1.608, ""t2_a1_joint_6"": 0.562, ""t2_a1_joint_4"": 0.562, ""t1_a1_joint_1"": 1.313, ""t2_a1_joint_3"": 4.557, ""t2_a2_joint_4"": 0.552}",5.0,5.0,2.0,True
success,arm_1,28.121,3.708,1.648,1.857,1.724,1.527,1.716,41,20.02,0,"{""t2_a2_joint_3"": 0.364, ""t1_a1_joint_4"": 0.855, ""t2_a2_joint_6"": 0.473, ""t1_a1_joint_3"": 3.498, ""t1_a2_joint_6"": 0.21, ""t2_a2_joint_2"": 2.107, ""t1_a2_joint_5"": 0.156, ""t1_a1_joint_2"": 3.504, ""t1_a2_joint_3"": 0.488, ""t1_a1_joint_5"": 0.699, ""t1_a1_joint_6"": 0.466, ""t2_a1_joint_2"": 1.306, ""t1_a2_joint_2"": 2.107, ""t2_a1_joint_5"": 0.626, ""t2_a2_joint_5"": 0.196, ""t1_a2_joint_4"": 0.316, ""t1_a2_joint_1"": 0.515, ""t2_a2_joint_1"": 0.11, ""t2_a1_joint_1"": 0.096, ""t2_a1_joint_6"": 0.369, ""t2_a1_joint_4"": 0.077, ""t1_a1_joint_1"": 1.361, ""t2_a1_joint_3"": 0.069, ""t2_a2_joint_4"": 0.027}",5.0,5.0,2.0,True
success,arm_2,49.17,3.626,1.619,1.815,1.795,1.482,1.802,42,20.01,0,"{""t2_a2_joint_3"": 0.371, ""t1_a1_joint_4"": 0.855, ""t2_a2_joint_6"": 0.473, ""t1_a1_joint_3"": 3.498, ""t1_a2_joint_6"": 0.416, ""t2_a2_joint_2"": 2.107, ""t1_a2_joint_5"": 0.353, ""t1_a1_joint_2"": 3.504, ""t1_a2_joint_3"": 1.107, ""t1_a1_joint_5"": 0.699, ""t1_a1_joint_6"": 0.466, ""t2_a1_joint_2"": 1.351, ""t1_a2_joint_2"": 9.207, ""t2_a1_joint_5"": 0.626, ""t2_a2_joint_5"": 0.196, ""t1_a2_joint_4"": 0.379, ""t1_a2_joint_1"": 1.313, ""t2_a2_joint_1"": 0.117, ""t2_a1_joint_1"": 0.096, ""t2_a1_joint_6"": 0.369, ""t2_a1_joint_4"": 0.077, ""t1_a1_joint_1"": 1.361, ""t2_a1_joint_3"": 0.076, ""t2_a2_joint_4"": 0.027}",5.0,5.0,2.0,True
success,arm_3,61.87,2.249,1.68,2.213,2.157,1.896,2.138,42,20.01,0,"{""t2_a2_joint_3"": 0.371, ""t1_a1_joint_4"": 0.855, ""t2_a2_joint_6"": 0.473, ""t1_a1_joint_3"": 3.498, ""t1_a2_joint_6"": 0.416, ""t2_a2_joint_2"": 2.107, ""t1_a2_joint_5"": 0.353, ""t1_a1_joint_2"": 3.504, ""t1_a2_joint_3"": 1.107, ""t1_a1_joint_5"": 0.699, ""t1_a1_joint_6"": 0.466, ""t2_a1_joint_2"": 8.681, ""t1_a2_joint_2"": 9.207, ""t2_a1_joint_5"": 0.626, ""t2_a2_joint_5"": 0.196, ""t1_a2_joint_4"": 0.379, ""t1_a2_joint_1"": 1.313, ""t2_a2_joint_1"": 0.117, ""t2_a1_joint_1"": 1.258, ""t2_a1_joint_6"": 0.526, ""t2_a1_joint_4"": 0.622, ""t1_a1_joint_1"": 1.361, ""t2_a1_joint_3"": 1.828, ""t2_a2_joint_4"": 0.027}",5.0,5.0,2.0,True
success,arm_4,92.57,4.506,1.262,2.653,2.597,1.267,2.629,41,20.01,0,"{""t2_a2_joint_3"": 1.127, ""t1_a1_joint_4"": 0.855, ""t2_a2_joint_6"": 0.632, ""t1_a1_joint_3"": 3.498, ""t1_a2_joint_6"": 0.416, ""t2_a2_joint_2"": 9.872, ""t1_a2_joint_5"": 0.353, ""t1_a1_joint_2"": 3.504, ""t1_a2_joint_3"": 1.107, ""t1_a1_joint_5"": 0.699, ""t1_a1_joint_6"": 0.466, ""t2_a1_joint_2"": 8.681, ""t1_a2_joint_2"": 9.207, ""t2_a1_joint_5"": 0.626, ""t2_a2_joint_5"": 0.519, ""t1_a2_joint_4"": 0.379, ""t1_a2_joint_1"": 1.313, ""t2_a2_joint_1"": 1.746, ""t2_a1_joint_1"": 1.258, ""t2_a1_joint_6"": 0.552, ""t2_a1_joint_4"": 0.622, ""t1_a1_joint_1"": 1.361, ""t2_a1_joint_3"": 1.828, ""t2_a2_joint_4"": 0.566}",5.0,5.0,2.0,True
success,arm_1,34.298,4.421,0.992,2.709,2.62,0.901,2.636,41,20.0,0,"{""t2_a2_joint_3"": 0.522, ""t1_a1_joint_4"": 1.092, ""t2_a2_joint_6"": 0.429, ""t1_a1_joint_3"": 5.169, ""t1_a2_joint_6"": 0.23, ""t2_a2_joint_2"": 1.031, ""t1_a2_joint_5"": 0.173, ""t1_a1_joint_2"": 3.756, ""t1_a2_joint_3"": 0.481, ""t1_a1_joint_5"": 0.779, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 2.497, ""t1_a2_joint_2"": 2.13, ""t2_a1_joint_5"": 0.589, ""t2_a2_joint_5"": 0.196, ""t1_a2_joint_4"": 0.276, ""t1_a2_joint_1"": 0.399, ""t2_a2_joint_1"": 0.076, ""t2_a1_joint_1"": 0.096, ""t2_a1_joint_6"": 0.393, ""t2_a1_joint_4"": 0.08, ""t1_a1_joint_1"": 1.272, ""t2_a1_joint_3"": 0.089, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_2,60.916,3.009,1.665,2.041,2.019,1.702,2.039,41,20.01,0,"{""t2_a2_joint_3"": 0.522, ""t1_a1_joint_4"": 1.092, ""t2_a2_joint_6"": 0.429, ""t1_a1_joint_3"": 5.169, ""t1_a2_joint_6"": 0.456, ""t2_a2_joint_2"": 1.031, ""t1_a2_joint_5"": 0.522, ""t1_a1_joint_2"": 3.871, ""t1_a2_joint_3"": 3.038, ""t1_a1_joint_5"": 0.779, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 2.497, ""t1_a2_joint_2"": 9.94, ""t2_a1_joint_5"": 0.589, ""t2_a2_joint_5"": 0.196, ""t1_a2_joint_4"": 0.722, ""t1_a2_joint_1"": 1.368, ""t2_a2_joint_1"": 0.076, ""t2_a1_joint_1"": 0.096, ""t2_a1_joint_6"": 0.393, ""t2_a1_joint_4"": 0.08, ""t1_a1_joint_1"": 1.272, ""t2_a1_joint_3"": 0.096, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_3,84.476,3.264,0.483,1.196,1.171,0.118,1.182,42,20.01,0,"{""t2_a2_joint_3"": 0.529, ""t1_a1_joint_4"": 1.092, ""t2_a2_joint_6"": 0.429, ""t1_a1_joint_3"": 5.169, ""t1_a2_joint_6"": 0.456, ""t2_a2_joint_2"": 1.076, ""t1_a2_joint_5"": 0.522, ""t1_a1_joint_2"": 3.871, ""t1_a2_joint_3"": 3.038, ""t1_a1_joint_5"": 0.779, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 13.765, ""t1_a2_joint_2"": 9.94, ""t2_a1_joint_5"": 0.589, ""t2_a2_joint_5"": 0.2, ""t1_a2_joint_4"": 0.722, ""t1_a2_joint_1"": 1.368, ""t2_a2_joint_1"": 0.076, ""t2_a1_joint_1"": 1.024, ""t2_a1_joint_6"": 0.689, ""t2_a1_joint_4"": 0.542, ""t1_a1_joint_1"": 1.272, ""t2_a1_joint_3"": 1.911, ""t2_a2_joint_4"": 0.11}",5.0,5.0,2.0,True
success,arm_4,114.435,4.115,1.717,1.507,1.422,1.975,1.46,41,20.0,0,"{""t2_a2_joint_3"": 3.78, ""t1_a1_joint_4"": 1.092, ""t2_a2_joint_6"": 0.619, ""t1_a1_joint_3"": 5.169, ""t1_a2_joint_6"": 0.456, ""t2_a2_joint_2"": 10.925, ""t1_a2_joint_5"": 0.522, ""t1_a1_joint_2"": 3.871, ""t1_a2_joint_3"": 3.038, ""t1_a1_joint_5"": 0.779, ""t1_a1_joint_6"": 0.579, ""t2_a1_joint_2"": 13.765, ""t1_a2_joint_2"": 9.94, ""t2_a1_joint_5"": 0.589, ""t2_a2_joint_5"": 0.606, ""t1_a2_joint_4"": 0.722, ""t1_a2_joint_1"": 1.368, ""t2_a2_joint_1"": 1.663, ""t2_a1_joint_1"": 1.024, ""t2_a1_joint_6"": 0.689, ""t2_a1_joint_4"": 0.542, ""t1_a1_joint_1"": 1.272, ""t2_a1_joint_3"": 1.911, ""t2_a2_joint_4"": 0.859}",5.0,5.0,2.0,True
success,arm_1,49.996,2.765,1.381,2.086,2.011,1.346,2.024,42,20.0,0,"{""t2_a2_joint_3"": 0.351, ""t1_a1_joint_4"": 1.191, ""t2_a2_joint_6"": 0.476, ""t1_a1_joint_3"": 4.426, ""t1_a2_joint_6"": 0.23, ""t2_a2_joint_2"": 2.359, ""t1_a2_joint_5"": 0.173, ""t1_a1_joint_2"": 8.497, ""t1_a2_joint_3"": 0.454, ""t1_a1_joint_5"": 0.862, ""t1_a1_joint_6"": 0.602, ""t2_a1_joint_2"": 2.519, ""t1_a2_joint_2"": 1.832, ""t2_a1_joint_5"": 0.622, ""t2_a2_joint_5"": 0.186, ""t1_a2_joint_4"": 0.193, ""t1_a2_joint_1"": 0.639, ""t2_a2_joint_1"": 0.234, ""t2_a1_joint_1"": 0.082, ""t2_a1_joint_6"": 0.356, ""t2_a1_joint_4"": 0.07, ""t1_a1_joint_1"": 1.381, ""t2_a1_joint_3"": 0.323, ""t2_a2_joint_4"": 0.037}",5.0,5.0,2.0,True
success,arm_2,79.661,3.765,1.016,1.65,1.576,0.914,1.557,42,20.01,0,"{""t2_a2_joint_3"": 0.351, ""t1_a1_joint_4"": 1.191, ""t2_a2_joint_6"": 0.476, ""t1_a1_joint_3"": 4.426, ""t1_a2_joint_6"": 0.23, ""t2_a2_joint_2"": 2.428, ""t1_a2_joint_5"": 0.469, ""t1_a1_joint_2"": 8.497, ""t1_a2_joint_3"": 3.849, ""t1_a1_joint_5"": 0.862, ""t1_a1_joint_6"": 0.602, ""t2_a1_joint_2"": 2.519, ""t1_a2_joint_2"": 9.826, ""t2_a1_joint_5"": 0.622, ""t2_a2_joint_5"": 0.186, ""t1_a2_joint_4"": 0.436, ""t1_a2_joint_1"": 1.381, ""t2_a2_joint_1"": 0.234, ""t2_a1_joint_1"": 0.082, ""t2_a1_joint_6"": 0.356, ""t2_a1_joint_4"": 0.07, ""t1_a1_joint_1"": 1.381, ""t2_a1_joint_3"": 0.323, ""t2_a2_joint_4"": 0.037}",5.0,5.0,2.0,True
success,arm_3,120.867,3.09,1.655,1.982,1.924,1.757,1.929,41,20.01,0,"{""t2_a2_joint_3"": 0.351, ""t1_a1_joint_4"": 1.191, ""t2_a2_joint_6"": 0.476, ""t1_a1_joint_3"": 4.426, ""t1_a2_joint_6"": 0.23, ""t2_a2_joint_2"": 2.428, ""t1_a2_joint_5"": 0.469, ""t1_a1_joint_2"": 8.497, ""t1_a2_joint_3"": 3.849, ""t1_a1_joint_5"": 0.862, ""t1_a1_joint_6"": 0.602, ""t2_a1_joint_2"": 5.634, ""t1_a2_joint_2"": 9.826, ""t2_a1_joint_5"": 1.125, ""t2_a2_joint_5"": 0.19, ""t1_a2_joint_4"": 0.436, ""t1_a2_joint_1"": 1.381, ""t2_a2_joint_1"": 0.234, ""t2_a1_joint_1"": 1.381, ""t2_a1_joint_6"": 0.582, ""t2_a1_joint_4"": 1.035, ""t1_a1_joint_1"": 1.381, ""t2_a1_joint_3"": 5.512, ""t2_a2_joint_4"": 0.037}",5.0,5.0,2.0,True
success,arm_4,152.226,2.746,1.612,1.829,1.751,1.536,1.793,41,20.0,0,"{""t2_a2_joint_3"": 5.718, ""t1_a1_joint_4"": 1.191, ""t2_a2_joint_6"": 0.516, ""t1_a1_joint_3"": 4.426, ""t1_a2_joint_6"": 0.23, ""t2_a2_joint_2"": 4.123, ""t1_a2_joint_5"": 0.469, ""t1_a1_joint_2"": 8.497, ""t1_a2_joint_3"": 3.849, ""t1_a1_joint_5"": 0.862, ""t1_a1_joint_6"": 0.602, ""t2_a1_joint_2"": 5.634, ""t1_a2_joint_2"": 9.826, ""t2_a1_joint_5"": 1.125, ""t2_a2_joint_5"": 0.636, ""t1_a2_joint_4"": 0.436, ""t1_a2_joint_1"": 1.381, ""t2_a2_joint_1"": 1.67, ""t2_a1_joint_1"": 1.381, ""t2_a1_joint_6"": 0.582, ""t2_a1_joint_4"": 1.035, ""t1_a1_joint_1"": 1.381, ""t2_a1_joint_3"": 5.512, ""t2_a2_joint_4"": 1.191}",5.0,5.0,2.0,True
success,arm_1,46.387,3.277,1.76,1.954,1.951,1.709,1.954,42,20.01,0,"{""t2_a2_joint_3"": 0.495, ""t1_a1_joint_4"": 0.499, ""t2_a2_joint_6"": 0.439, ""t1_a1_joint_3"": 4.158, ""t1_a2_joint_6"": 0.067, ""t2_a2_joint_2"": 1.328, ""t1_a2_joint_5"": 0.183, ""t1_a1_joint_2"": 11.544, ""t1_a2_joint_3"": 0.206, ""t1_a1_joint_5"": 0.499, ""t1_a1_joint_6"": 0.586, ""t2_a1_joint_2"": 2.405, ""t1_a2_joint_2"": 0.481, ""t2_a1_joint_5"": 0.539, ""t2_a2_joint_5"": 0.233, ""t1_a2_joint_4"": 0.023, ""t1_a2_joint_1"": 0.509, ""t2_a2_joint_1"": 0.289, ""t2_a1_joint_1"": 0.089, ""t2_a1_joint_6"": 0.419, ""t2_a1_joint_4"": 0.07, ""t1_a1_joint_1"": 1.67, ""t2_a1_joint_3"": 1.12, ""t2_a2_joint_4"": 0.033}",5.0,5.0,2.0,True
success,arm_2,67.64,3.746,1.786,1.723,1.62,1.724,1.716,42,20.0,0,"{""t2_a2_joint_3"": 0.495, ""t1_a1_joint_4"": 0.499, ""t2_a2_joint_6"": 0.439, ""t1_a1_joint_3"": 4.158, ""t1_a2_joint_6"": 0.383, ""t2_a2_joint_2"": 1.328, ""t1_a2_joint_5"": 0.346, ""t1_a1_joint_2"": 11.544, ""t1_a2_joint_3"": 1.656, ""t1_a1_joint_5"": 0.499, ""t1_a1_joint_6"": 0.586, ""t2_a1_joint_2"": 2.405, ""t1_a2_joint_2"": 12.07, ""t2_a1_joint_5"": 0.542, ""t2_a2_joint_5"": 0.233, ""t1_a2_joint_4"": 0.406, ""t1_a2_joint_1"": 1.32, ""t2_a2_joint_1"": 0.296, ""t2_a1_joint_1"": 0.096, ""t2_a1_joint_6"": 0.419, ""t2_a1_joint_4"": 0.07, ""t1_a1_joint_1"": 1.67, ""t2_a1_joint_3"": 1.141, ""t2_a2_joint_4"": 0.033}",5.0,5.0,2.0,True
success,arm_3,86.69,2.961,2.249,0.299,0.284,2.08,0.277,42,20.0,0,"{""t2_a2_joint_3"": 0.509, ""t1_a1_joint_4"": 0.499, ""t2_a2_joint_6"": 0.439, ""t1_a1_joint_3"": 4.158, ""t1_a2_joint_6"": 0.383, ""t2_a2_joint_2"": 1.328, ""t1_a2_joint_5"": 0.356, ""t1_a1_joint_2"": 11.544, ""t1_a2_joint_3"": 1.656, ""t1_a1_joint_5"": 0.499, ""t1_a1_joint_6"": 0.586, ""t2_a1_joint_2"": 12.78, ""t1_a2_joint_2"": 12.07, ""t2_a1_joint_5"": 0.676, ""t2_a2_joint_5"": 0.233, ""t1_a2_joint_4"": 0.413, ""t1_a2_joint_1"": 1.32, ""t2_a2_joint_1"": 0.296, ""t2_a1_joint_1"": 1.395, ""t2_a1_joint_6"": 0.576, ""t2_a1_joint_4"": 0.852, ""t1_a1_joint_1"": 1.67, ""t2_a1_joint_3"": 2.419, ""t2_a2_joint_4"": 0.033}",5.0,5.0,2.0,True
success,arm_4,141.14,2.566,0.962,0.531,0.48,1.12,0.462,41,20.0,0,"{""t2_a2_joint_3"": 2.034, ""t1_a1_joint_4"": 0.499, ""t2_a2_joint_6"": 0.589, ""t1_a1_joint_3"": 4.158, ""t1_a2_joint_6"": 0.383, ""t2_a2_joint_2"": 12.368, ""t1_a2_joint_5"": 0.359, ""t1_a1_joint_2"": 11.544, ""t1_a2_joint_3"": 1.656, ""t1_a1_joint_5"": 0.499, ""t1_a1_joint_6"": 0.586, ""t2_a1_joint_2"": 12.78, ""t1_a2_joint_2"": 12.07, ""t2_a1_joint_5"": 0.676, ""t2_a2_joint_5"": 0.642, ""t1_a2_joint_4"": 0.413, ""t1_a2_joint_1"": 1.32, ""t2_a2_joint_1"": 1.601, ""t2_a1_joint_1"": 1.395, ""t2_a1_joint_6"": 0.576, ""t2_a1_joint_4"": 0.852, ""t1_a1_joint_1"": 1.67, ""t2_a1_joint_3"": 2.626, ""t2_a2_joint_4"": 0.682}",5.0,5.0,2.0,True
