t,selection_mode,obj,arm,attempt,rank_J,rank_dist,node,dist,ee_dist,d_gantry_lin,d_gantry_rot,d_arm,hold,manip,J,gantry_lin,gantry_rot,ik_ms,plan_time_s,plan_ms,traj_energy,success
1784214841.8449032,energy,target,arm_3,0,0,0,153,0.07120191170715756,0.9804083432646699,0.05058188910487238,1.3269447042081177,11.154631346133852,5.474357769734824,0.10271001214069433,10.36158687115569,1.2299508665277857e-06,-1.227100625985638,181.29109597066417,0.080679835,134.58207802614197,12.39844179022111,1
1784214849.7961445,energy,target,arm_3,0,0,0,153,0.09989339739322012,0.9442356206026639,0.05058188910487238,1.3269447042081177,11.154631346133852,5.474357769734824,0.10271001214069433,10.042965742462854,0.02973812193241312,-1.4157701480830174,8.87863797834143,0.094696468,165.3306509833783,10.667935905910918,1
1784214857.7225394,energy,target,arm_4,0,0,29,445,0.2033741305814461,0.5338274913221749,0.08560335309114242,0.24183999643520115,9.49958368497047,3.1810370637859973,0.12404339773903691,3.9192335974421066,0.0025914919218312034,0.8919836507318702,8.548179001081735,0.063227506,109.16093696141616,10.05180460077328,1
1784214865.7877479,energy,target,arm_4,0,0,34,445,0.19041409728576855,0.4650628531860483,0.08560335309114242,0.24183999643520115,9.49958368497047,3.1810370637859973,0.12404339773903691,3.3135322566331613,0.0015369125786733574,0.7199729795863681,7.033747970126569,0.06834588899999999,107.6879549655132,6.918376581516688,1
1784214873.880932,energy,target,arm_2,0,0,42,405,0.2002422269177527,0.6292621136322722,0.04011695617115785,0.5437435777780344,9.868268789055344,1.8792496270276562,0.092154283886947,5.361040821992173,1.512018024548803e-07,0.5864656459457729,9.892568981740624,0.060076686000000004,114.53338305000216,10.489889004236174,1
1784214881.9668634,energy,target,arm_3,0,0,23,427,0.15410537210244812,0.5401670090484698,0.00515336656601173,1.4273691577561736,10.468424908652242,2.6243813914003162,0.14404080014324624,4.52311288313037,0.1448381308969261,-3.141592653589793,20.871763990726322,0.070291795,168.87614299776033,25.436189606363023,1
1784214889.9546542,energy,target,arm_1,0,0,18,588,0.19271195939867772,0.5712459578738209,0.1832482523869754,0.2513079561429752,10.037051940360373,1.6142007360436932,0.07131047886413275,8.000791300387144,0.0033875425222694064,0.8991915119099201,32.25630597444251,0.079340548,134.26060299389064,14.054061062964916,1
1784214898.0363903,energy,target,arm_1,0,0,39,427,0.2142764397334668,0.5024950208741502,0.00515336656601173,1.4273691577561736,10.730624908652242,2.6243813914003162,0.14404080014324624,4.194574196782826,0.31022294191966077,-3.141592653589793,9.328089014161378,0.087844238,172.4229800165631,26.354278702776806,1
1784214906.0860395,energy,target,arm_1,0,0,3,71,0.20840979422967493,0.9810519628762647,0.2000324448163231,1.14176256016594,11.259960465017047,1.2494607256244419,0.08846922581129187,13.744277077324462,0.0010043779373757034,1.3179401895088145,112.01577796600759,0.06792852099999999,132.15766398934647,12.702256123148176,1
1784214914.0485222,energy,target,arm_1,0,0,6,71,0.19261234423099888,0.9426782353907962,0.2000324448163231,1.14176256016594,11.259960465017047,1.2494607256244419,0.08846922581129187,13.406268780912377,9.111738046605516e-09,1.40536064547656,15.811745019163936,0.068762396,130.9895860031247,10.405955387978636,1
1784214922.2336857,energy,target,arm_3,0,0,1,14,0.16180262126869757,0.978419750683901,0.4095071308571514,1.5206258940726078,8.08191849627826,5.237390541883807,0.039231730267128714,20.818543457820805,0.4401350918476786,-1.0783223197159029,203.02640402223915,0.063248789,127.07622000016272,30.111980087210785,1
1784214930.1357718,energy,target,arm_3,0,0,5,1831,0.19762162742495554,0.942170683156863,0.5181852595396693,1.6600486634060534,6.387891214069579,2.11739632218856,0.18542176512810532,19.232327528144715,0.31601646971792696,-1.3564186793131732,54.113566991873085,0.070937832,146.39562601223588,29.67503109685874,1
1784214938.180846,energy,target,arm_3,0,0,33,2453,0.2169929539869074,0.5453484700199339,0.3798522959857303,1.1856265271496498,5.986172004534081,1.8794669071241343,0.04397509826383792,15.33039126562197,0.05447963297904551,-0.9964332676521859,24.354675028007478,0.08587355699999999,163.0772019852884,22.803731472512982,1
1784214946.1967552,energy,target,arm_3,0,0,43,855,0.21057759581253782,0.47726862606398707,0.5990344687615187,0.7568203264313961,5.3849364355936284,0.39996586246082283,0.14713023202363598,15.811543059806475,0.2168378984741426,-0.7533473400454981,13.421182986348867,0.073980522,124.54548402456567,15.242825659495294,1
1784214954.2179968,energy,target,arm_1,0,0,30,907,0.17293540066345686,0.6112826373595734,0.5299418247409102,1.4279695912155732,5.940746623845145,0.6006526272673349,0.13899223433857918,17.305355073293264,0.2997307308792982,-0.41502562423085837,15.368541004136205,0.06838491499999999,109.74398598773405,18.043213980823676,1
1784214962.294198,energy,target,arm_3,0,0,55,569,0.18570518014240803,0.5365492397252482,0.25514003301852495,2.1940704228490135,9.014839469308706,2.9018077473292605,0.11573088669773161,12.920071433176508,0.05917106714779701,-0.20036245490880283,15.17606497509405,0.082114702,152.7765659848228,17.502919969082857,1
1784214970.3189244,energy,target,arm_1,0,0,35,2345,0.21125869813024217,0.5383376934726645,0.513984890719487,0.21133543899761267,6.51539157234832,1.1973409373529,0.06410046008001953,15.375975046657826,0.0005432468663090861,0.8862965501588639,9.11360903410241,0.076431367,155.6574710411951,21.697952827196637,1
1784214978.3981576,energy,target,arm_2,0,0,25,138,0.16441724057427617,0.962221735057041,0.29018276790312214,0.3242450449196661,7.666525742204804,3.392346456443433,0.15422432081000373,11.734928955362296,1.3492616674880937,-0.19942191144705945,9.60868300171569,0.092918783,189.72588697215542,58.9303678512357,1
1784214986.5223756,energy,target,arm_1,0,0,0,487,0.12191992815529337,0.9622621688966376,0.5693154749187288,1.6797913567381288,12.055661293538652,7.711808964491749,0.06994885157847211,23.93733358148133,0.4694527688385557,1.1991686073175265,144.84862703830004,0.06860355700000001,142.85620802547783,25.473301277290467,1
